,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,148736,205357,197416,202075,99.45,98.22,99.79
20230103,201008,206850,199004,203600,99.34,99.24,99.21
20230104,159891,205751,197926,202534,99.88,98.96,99.77
20230105,207296,206578,198742,203338,98.84,98.39,98.23
20230106,313496,209284,201512,206197,96.67,98.78,96.35
20230109,210384,214003,206230,210996,98.17,96.59,97.46
20230110,194802,220417,212857,217790,99.35,98.54,99.87
20230111,217774,221346,213789,218718,99.84,99.44,99.44
20230112,265267,221923,214384,219351,98.9,99.59,97.26
20230113,191835,219124,211439,216298,99.71,99.03,99.91
20230116,159178,219747,212147,217032,98.97,99.13,99.05
20230117,188237,219655,212028,216892,99.47,99.31,99.35
20230118,254893,219746,212141,217031,98.03,97.76,96.16
20230119,178213,214821,206984,211724,97.21,99.52,98.21
20230120,130609,211620,203874,208598,99.23,98.49,99.57
20230125,116882,212444,204672,209360,99.51,97.7,98.52
20230126,175759,215595,207860,212588,97.78,97.59,96.85
20230127,335267,221234,213644,218518,99.65,99.93,98.13
20230130,465685,220462,212868,217817,98.17,96.67,94.52
20230131,316221,214010,206096,210837,97.11,99.71,97.4
20230201,245677,210153,202293,206972,99.21,98.44,99.51
20230202,284424,210898,203019,207666,99.57,98.55,99.19
20230203,270694,211304,203435,208120,99.62,99.24,99.82
20230206,151542,211481,203623,208302,98.57,99.33,98.64
20230207,219229,210636,202848,207538,98.98,98.71,99.5
20230208,134260,210573,202653,207272,99.01,98.14,99.89
20230209,218180,211323,203543,208221,99.13,98.57,99.17
20230210,150239,211014,203088,207712,98.55,98.83,99.86
20230213,163679,210882,203109,207786,99.34,99.08,99.86
20230214,436812,211325,203556,208259,97.16,97.86,97.77
20230215,175771,215511,207726,212556,99.77,98.68,99.5
20230216,193256,216730,209051,213877,99.66,98.38,99.48
20230217,163978,218297,210680,215546,98.94,99.14,98.8
20230220,106659,217561,209894,214721,98.34,99.95,99.43
20230221,155284,216776,209055,213801,99.9,98.61,99.44
20230222,174133,218617,210964,215792,98.55,99.51,99.16
20230223,253734,217520,209865,214697,98.43,97.61,98.71
20230224,202078,220750,213132,218014,99.89,98.22,99.55
20230227,176957,222552,215022,219978,97.44,97.61,97.21
20230228,300780,218011,210355,215203,99.99,98.99,98.73
20230302,286515,217562,209872,214725,99.12,98.53,98.95
20230303,132114,219384,211760,216641,99.95,98.04,99.93
20230306,189047,221520,213903,218768,99.31,98.8,99.89
20230307,157129,222498,214959,219899,98.86,99.06,99.13
20230308,159118,222436,214863,219773,97.49,99.6,98.02
20230309,343810,219365,211733,216588,98.81,98.48,98.45
20230310,140681,221893,214396,219387,98.45,99.72,98.67
20230313,152414,220455,212822,217676,99.56,98.76,99.62
20230314,173600,221787,214197,219076,98.03,98.72,97.39
20230315,166384,218348,210694,215550,99.02,98.46,98.42
20230316,133922,221786,214203,219087,98.5,99.91,97.86
20230317,169457,219634,211972,216810,99.71,98.59,99.68
20230320,134586,221083,213495,218383,98.35,99.53,97.23
20230321,122138,218553,210870,215697,99.05,99.0,99.68
20230322,105777,218802,211129,215924,98.94,98.66,99.96
20230323,215428,219665,212000,216796,99.92,98.83,99.68
20230324,231455,220733,213172,218105,97.81,98.49,96.39
20230327,160040,216135,208321,213078,98.77,98.96,99.25
20230328,111625,215832,208141,212932,99.14,98.65,99.73
20230329,137789,216749,209034,213782,99.42,98.14,99.2
20230330,210772,218594,210938,215747,98.33,99.97,98.71
20230331,180317,216872,209235,214097,99.48,97.55,99.12
20230403,183488,220031,212433,217319,98.6,99.73,98.45
20230404,146996,218850,211227,216104,99.15,98.7,99.49
20230405,132562,219370,211730,216571,99.6,98.48,99.34
20230406,176930,221018,213398,218236,99.31,99.02,98.96
20230407,168018,220991,213400,218308,97.45,99.81,97.75
20230410,180948,218055,210409,215256,99.05,99.02,99.18
20230411,379485,217691,210043,214888,98.5,99.08,97.23
20230412,648158,220869,213380,218383,94.59,95.47,94.13
20230413,288445,230826,223844,229170,99.28,98.61,98.99
20230414,193161,232972,225731,230889,99.77,98.57,99.95
20230417,183679,235210,227904,233073,98.18,99.38,97.78
20230418,222353,232431,225063,230180,98.72,99.07,97.7
20230419,140122,229918,222536,227658,99.38,98.9,99.71
20230420,195478,230662,223227,228237,99.71,98.99,99.9
20230421,259924,231800,224440,229548,99.44,99.53,99.8
20230424,299770,231188,223879,228970,97.34,97.55,98.69
20230425,473965,235578,228405,233623,98.36,98.66,98.37
20230426,824054,238547,231632,237081,99.56,93.75,93.21
20230427,232525,227583,220382,225428,98.85,99.14,98.23
20230428,296733,224430,216883,221815,98.91,99.82,98.02
20230502,252610,222142,214584,219539,99.62,98.43,98.45
20230503,133544,224284,216789,221740,99.87,98.76,99.67
20230504,152334,225348,217799,222724,97.8,99.86,97.83
20230508,140545,222647,215070,219981,99.84,98.21,99.31
20230509,168218,225011,217470,222384,100.0,99.3,99.28
20230510,161476,226579,219092,224061,98.94,98.03,98.92
20230511,207207,230120,222690,227712,99.84,98.32,99.01
20230512,169401,233181,225867,231009,98.17,99.17,97.33
20230515,183199,229887,222453,227512,98.28,99.57,98.88
20230516,143897,228200,220763,225793,97.9,99.19,97.6
20230517,128404,224931,217383,222322,99.81,98.81,99.7
20230518,304794,226243,218711,223627,98.37,97.86,97.65
20230519,172196,230365,223089,228211,99.4,99.15,99.24
20230522,192786,230557,223146,228211,99.81,98.96,99.66
20230523,121656,232531,225181,230289,99.12,99.2,99.22
20230524,179569,232844,225427,230463,98.98,99.53,99.8
20230525,169977,232799,225445,230541,98.34,99.75,98.44
20230526,149084,230972,223569,228642,98.47,99.74,99.28
20230530,170434,229796,222354,227363,99.43,99.71,98.27
20230531,318428,229275,221830,226881,99.88,99.48,98.26
20230601,186142,227505,220128,225215,99.33,99.61,98.32
20230602,244575,227101,219636,224666,98.84,99.83,99.25
20230605,157552,225772,218300,223281,98.81,97.46,98.15
20230607,284225,230577,223160,228181,99.31,98.33,96.05
20230608,267986,226359,218881,223919,97.58,99.6,98.22
20230609,190616,223077,215552,220505,99.97,98.2,99.1
20230612,114388,225442,217962,222950,99.36,98.85,99.57
20230613,159755,226339,218798,223718,99.4,99.23,99.68
20230614,147897,226633,219138,224108,98.82,98.71,99.28
20230615,138017,226750,219254,224225,99.22,98.76,99.45
20230616,175890,227399,219903,224868,98.93,99.73,98.48
20230619,116679,226504,219020,224025,98.43,99.78,99.09
20230620,101931,225476,217923,222823,98.2,99.96,98.25
20230621,163835,223612,216004,220871,99.27,99.54,99.49
20230622,93024,224314,216786,221713,98.96,98.54,99.87
20230623,149523,225297,217723,222595,98.51,99.67,97.42
20230626,102693,222964,215378,220299,99.34,99.25,99.68
20230627,334329,223754,216154,220993,96.65,98.03,96.08
20230628,197070,229775,222501,227624,98.83,97.59,98.54
20230629,135735,234433,227122,232274,98.07,99.5,97.22
20230630,255746,230951,223502,228536,98.49,97.81,98.3
20230703,181963,234504,227286,232432,99.78,98.82,99.81
20230704,131340,236194,228896,234069,99.06,99.95,98.45
20230705,153622,234922,227538,232616,99.39,98.71,99.73
20230706,256131,236154,228829,233957,99.93,99.06,99.59
20230707,162036,235815,228612,233796,99.22,99.83,99.44
20230710,116371,235827,228499,233629,99.0,100.0,99.51
20230711,109942,235417,228035,233088,99.39,98.72,99.61
20230712,139888,237493,230147,235234,98.29,99.5,98.82
20230713,218859,235829,228480,233586,99.86,98.48,99.75
20230714,595291,237273,230030,235268,95.48,97.89,94.68
20230717,224628,243793,237189,242650,97.52,97.41,99.24
20230718,173698,249592,242470,247936,98.54,98.55,96.26
20230719,221329,245153,237929,243261,99.45,98.93,99.7
20230720,171207,247580,240469,245850,98.74,99.99,98.62
20230721,137306,246461,239274,244608,98.78,99.25,99.34
20230724,166738,245282,238049,243287,99.88,99.77,98.63
20230725,175351,245075,237853,243158,99.35,99.73,99.1
20230726,364644,245368,238180,243489,97.55,96.22,96.39
20230727,273624,237272,230178,235495,99.69,99.04,99.36
20230728,192050,236632,229449,234661,99.84,99.33,99.07
20230731,179847,236947,229654,234844,98.96,99.85,99.21
20230801,199324,236841,229553,234728,99.86,99.16,99.46
20230802,254571,238827,231593,236812,98.37,97.98,95.91
20230803,209484,232649,225321,230459,99.72,99.7,99.8
20230804,116685,233386,226067,231211,99.19,99.37,99.47
20230807,224735,233937,226534,231576,98.29,99.54,97.76
20230808,256637,230960,223604,228748,99.55,98.72,99.45
20230809,348882,231497,224183,229290,98.3,99.2,97.99
20230810,370946,234134,226988,232209,99.94,99.34,98.38
20230811,267492,232369,225165,230402,98.05,98.33,98.88
20230814,155039,235406,228205,233375,99.96,98.36,99.84
