,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,10031448,55986,54505,55390,99.8,98.74,99.8
20230103,13547030,55887,54421,54647,99.8,99.86,98.64
20230104,20188071,55184,53718,53851,95.14,96.62,93.17
20230105,15682826,55720,54421,54345,94.76,94.48,93.38
20230106,17334989,58030,56853,56828,97.69,98.19,96.32
20230109,18640107,58352,57225,57135,96.13,96.02,94.13
20230110,14859797,59972,58993,58819,98.15,98.49,97.38
20230111,12310751,60493,59549,59495,98.84,98.75,98.34
20230112,16102561,61011,60086,60142,99.69,99.69,99.41
20230113,12510328,60738,59818,59708,99.25,99.04,98.2
20230116,10039972,60982,60057,60108,99.0,98.78,98.38
20230117,9831456,61528,60640,60803,99.95,99.93,99.68
20230118,11584041,61371,60471,60643,99.39,99.05,99.6
20230119,12808490,60732,59782,59872,98.75,98.98,97.35
20230120,9646327,61280,60374,60419,98.36,98.81,97.77
20230125,16822710,62149,61318,61501,97.57,97.33,97.0
20230126,13278277,63794,63138,62959,99.83,99.74,98.53
20230127,18760182,64103,63480,63471,98.62,99.34,98.25
20230130,20995234,64822,64295,63994,99.88,98.11,98.9
20230131,29746731,64126,63588,63165,99.33,95.76,96.45
20230201,18570133,61360,60681,59971,97.86,99.48,97.04
20230202,23285983,62112,61327,61088,97.2,97.97,96.2
20230203,15194598,63205,62550,62097,98.76,99.29,97.33
20230206,15529356,64028,63409,63299,98.37,97.06,97.24
20230207,14491039,62329,61592,61460,99.73,99.99,99.29
20230208,12243125,62234,61445,61387,98.32,98.47,97.29
20230209,12164865,63324,62607,62662,99.96,99.51,99.46
20230210,9382576,63194,62487,62538,99.69,99.86,99.58
20230213,10730362,62928,62190,62386,99.89,99.82,99.18
20230214,9126664,63073,62345,62473,98.71,98.65,98.85
20230215,13208103,63727,63060,63268,99.73,98.29,98.28
20230216,13798831,63225,62535,62518,99.25,99.78,98.14
20230217,10791265,63512,62818,62797,99.67,99.33,99.69
20230220,12908073,62966,62250,62365,99.95,99.27,99.47
20230221,7665046,62913,62175,62192,99.82,99.72,99.85
20230222,11959088,62545,61766,62044,98.79,98.74,98.45
20230223,13047099,61550,60695,60757,98.48,98.69,98.0
20230224,10308143,62266,61460,61478,99.47,99.74,99.71
20230227,11155697,62105,61289,61428,97.85,98.19,98.47
20230228,13715861,60805,59863,59971,99.03,98.95,98.96
20230302,13095682,61028,60119,60110,98.75,99.37,98.87
20230303,10711405,61242,60348,60366,99.93,99.75,99.78
20230306,13630602,61073,60151,60278,99.14,98.93,98.01
20230307,11473280,61538,60663,60664,99.78,99.94,99.94
20230308,14161857,61275,60384,60472,98.72,99.19,99.71
20230309,14334499,60318,59351,59331,99.21,99.08,98.72
20230310,11902471,60453,59496,59465,98.74,99.33,99.94
20230313,12779724,59650,58594,58682,99.09,98.81,97.8
20230314,12147346,60066,59046,59098,99.05,99.92,99.83
20230315,10482149,59392,58317,58392,98.49,97.85,97.65
20230316,10611939,60272,59253,59402,99.88,99.74,99.17
20230317,14090110,59888,58841,58988,97.7,97.1,96.23
20230320,9618009,61268,60365,60351,99.89,99.73,99.75
20230321,8318514,60903,59965,60140,99.67,99.78,99.73
20230322,8978591,60743,59770,60013,99.25,98.79,98.22
20230323,15381057,61333,60413,60632,98.45,99.69,97.32
20230324,18278602,61667,60819,60743,97.42,97.62,96.42
20230327,11039331,63018,62323,62080,99.65,99.48,99.97
20230328,11614118,62579,61820,61924,99.49,99.55,98.45
20230329,11216008,62949,62202,62290,99.6,100.0,99.35
20230330,15684377,62796,62051,62153,98.58,98.34,98.34
20230331,14094479,63772,63130,62996,99.64,99.11,98.43
20230403,11973133,64343,63742,63689,99.46,98.82,99.07
20230404,11120514,63733,63093,63142,99.89,99.53,99.28
20230405,9176149,63743,63076,63184,99.6,99.49,98.88
20230406,14992747,63988,63347,63557,99.39,98.32,97.98
20230407,27476120,63083,62406,62296,96.75,97.82,95.84
20230410,18777166,64112,63556,62930,96.7,98.23,95.78
20230411,16323183,65786,65354,65032,99.37,99.93,98.68
20230412,15021313,66350,65963,65757,99.77,98.98,99.63
20230413,15091022,66211,65810,65679,99.83,99.37,99.36
20230414,16176490,66184,65783,65650,99.38,98.8,99.16
20230417,13486618,66115,65727,65517,99.21,98.41,99.67
20230418,14802060,65507,65031,64995,99.25,99.64,99.08
20230419,10255985,65987,65554,65439,99.72,99.61,99.91
20230420,9501169,65673,65214,65354,99.43,99.05,99.92
20230421,10538622,65187,64675,64864,98.92,98.89,98.73
20230424,12986581,65934,65489,65615,99.64,98.94,99.36
20230425,16193271,65503,65039,65024,99.84,97.41,97.76
20230426,12664541,64628,64106,63912,99.49,98.73,99.71
20230427,14779601,64193,63578,63601,98.76,99.56,98.45
20230428,19699481,64645,64080,63986,98.1,98.58,97.69
20230502,14396948,65806,65374,65007,99.25,99.58,98.95
20230503,8876749,66163,65750,65653,99.14,98.69,99.61
20230504,9791064,65285,64787,65008,99.37,99.87,99.86
20230508,9405365,65385,64894,65061,98.62,99.23,98.73
20230509,9366861,66178,65744,65933,99.43,99.01,99.03
20230510,13057727,65516,65045,65233,99.98,98.84,99.02
20230511,11648905,65220,64727,64707,99.82,99.18,99.21
20230512,8693913,64781,64239,64301,99.72,99.0,99.69
20230515,8172021,64139,63522,63754,99.29,99.41,98.84
20230516,12334657,64436,63838,64104,97.78,97.76,98.02
20230517,10745504,66011,65564,65588,99.83,98.82,99.1
20230518,14431704,65555,65084,65193,99.03,99.06,98.48
20230519,20349345,66538,66142,66047,97.28,97.99,96.56
20230522,14470308,68691,68498,68040,99.55,99.27,99.33
20230523,8561643,68744,68600,68446,99.94,99.27,99.93
20230524,8192896,68122,67913,68118,99.16,99.87,99.44
20230525,14231160,68022,67800,68030,97.17,98.69,98.88
20230526,19549511,69570,69503,69335,98.82,100.0,98.63
20230530,27476897,70566,70553,70079,97.6,99.09,96.93
20230531,25666087,72271,72093,71323,99.68,98.46,99.89
20230601,14669296,72166,71941,71280,99.21,98.1,99.46
20230602,12161798,71007,70903,70761,98.35,99.03,98.01
20230605,12686829,71885,71724,71754,98.88,99.55,99.92
20230607,14796613,71820,71638,71650,99.69,98.82,99.08
20230608,19165568,71154,71032,70894,99.64,98.53,99.99
20230609,15050209,70922,70837,70434,98.09,99.95,97.82
20230612,12064287,71807,71656,71514,99.18,98.79,99.28
20230613,13227285,71158,71035,71049,98.56,99.21,98.68
20230614,12541046,71914,71745,71719,99.6,99.09,99.75
20230615,13614994,71598,71445,71453,99.03,99.8,99.93
20230616,15373696,71656,71490,71442,99.66,99.17,99.5
20230619,11100887,71761,71602,71451,99.91,99.01,99.65
20230620,11557883,70822,70735,70789,99.19,99.52,99.14
20230621,10626603,70747,70683,70698,99.36,99.6,99.72
20230622,11411007,70180,70151,70196,98.15,99.93,98.45
20230623,12329484,70648,70604,70613,97.85,98.61,98.62
20230626,10541901,71667,71511,71530,98.85,99.98,98.8
20230627,9442997,71663,71516,71633,98.71,99.33,98.67
20230628,8783093,71731,71569,71759,98.67,99.4,98.71
20230629,12229967,71666,71510,71733,97.64,98.77,99.08
20230630,11694765,72408,72165,72235,99.6,99.35,99.95
20230703,10722181,71869,71685,71757,98.18,98.74,98.3
20230704,10214350,72432,72203,72351,98.41,99.04,99.11
20230705,12310610,72502,72255,72440,98.91,99.51,99.39
20230706,14777667,72056,71839,71891,99.52,99.53,99.59
20230707,17308877,71826,71641,71538,99.4,97.36,97.66
20230710,11713926,70617,70532,70226,99.69,98.08,98.96
20230711,12177392,69594,69549,69524,97.33,99.21,97.24
20230712,10375581,70993,70940,70906,98.6,99.77,98.62
20230713,14417279,71143,71041,71146,97.99,98.81,98.95
20230714,15882519,72174,71962,71892,98.33,99.4,97.95
20230717,10060049,73201,72912,72792,99.59,99.85,99.31
20230718,11697900,72433,72191,72386,98.55,99.73,99.46
20230719,10896412,72023,71806,71893,98.93,99.29,99.73
20230720,9732730,71609,71454,71551,99.85,99.08,99.22
20230721,16528926,70446,70395,70506,99.93,98.57,99.71
20230724,13418597,70285,70253,69964,99.13,99.49,99.38
20230725,14314945,70338,70312,70194,99.77,99.27,99.72
20230726,30016221,70106,70093,69915,99.3,97.07,99.84
20230727,24261179,69554,69551,68582,97.01,99.64,95.65
20230728,19420683,71227,71152,70476,98.38,98.5,99.82
20230731,13035420,71476,71321,70936,99.33,97.82,98.37
20230801,12299254,70205,70179,70079,98.6,99.74,98.56
20230802,13835020,70677,70641,70592,99.55,98.8,99.01
20230803,20087090,70200,70165,70026,100.0,97.57,98.22
20230804,12360193,69625,69604,69096,99.24,97.94,98.83
20230807,10968505,68609,68462,68429,99.15,98.72,99.9
20230808,14664709,68273,68077,68139,98.8,99.0,99.2
20230809,17259673,68435,68274,68105,98.33,99.45,98.85
20230810,10227311,69147,69019,68703,99.06,98.2,98.97
20230811,9781038,67933,67722,67829,98.74,99.67,99.51
20230814,9352343,67872,67643,67774,99.96,98.89,99.3
20230816,13174578,67298,67003,67175,99.7,98.94,99.74
20230817,10778652,67010,66694,66653,99.69,98.95,99.93
20230818,11745006,66542,66174,66278,99.76,99.43,99.97
20230821,9720067,66361,65980,66028,98.9,99.52,99.14
20230822,10500242,66737,66376,66538,98.58,99.89,99.91
20230823,9549352,67037,66710,66818,99.91,99.53,99.58
20230824,15044463,66911,66564,66738,97.4,98.03,97.86
20230825,7032462,68740,68571,68390,98.01,97.5,98.08
20230828,5824628,66636,66290,66601,99.46,99.68,99.7
20230829,9114352,66330,65936,66321,98.71,99.0,99.28
20230830,9181223,66836,66491,66686,98.72,99.09,99.38
20230831,15964630,67274,66970,67154,99.89,99.14,99.62
20230901,29738235,67269,66981,66776,94.75,99.58,94.05
20230904,26286495,69001,68859,67988,94.65,97.4,95.49
20230905,12330239,72349,72136,71429,98.81,97.24,98.97
20230906,11414620,70590,70529,70494,99.7,98.81,99.29
20230907,13741241,69957,69955,69935,99.09,99.49,99.34
20230908,10688118,70249,70240,70093,99.93,99.08,99.71
20230911,11785462,69804,69775,69810,98.59,99.68,98.6
20230912,11688599,70390,70368,70343,99.14,99.95,99.78
20230913,15955797,70407,70367,70358,98.33,99.9,99.24
