,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,183432,172153,160402,168534,97.81,96.34,99.43
20230103,522683,185397,172811,181175,98.13,98.35,97.35
20230104,251334,189839,176355,185197,92.75,95.65,92.01
20230105,173260,186165,173712,181963,94.82,98.41,94.21
20230106,509214,186960,174775,182635,91.3,91.11,91.29
20230109,204808,182809,169655,178513,96.43,99.5,97.11
20230110,179809,187939,175628,183437,92.61,96.38,92.41
20230111,200157,185544,173465,181330,94.58,96.13,96.09
20230112,167481,187628,174949,183131,94.0,97.99,94.14
20230113,145611,187100,175009,182829,94.59,98.84,95.23
20230116,223077,188204,176216,183844,94.86,98.14,97.01
20230117,167937,189698,177394,185217,94.9,99.21,95.36
20230118,221721,189632,177654,185341,95.81,99.06,96.46
20230119,399272,190991,178702,186566,98.95,99.56,99.24
20230120,181112,196685,183549,191964,97.02,98.68,97.35
20230125,198658,196671,184546,192286,95.67,99.75,96.84
20230126,292592,195931,183976,191534,99.11,98.81,99.4
20230127,190667,199333,186573,194758,97.67,98.72,99.61
20230130,226787,201341,188952,196752,97.28,99.33,95.84
20230131,249181,198911,186311,194582,97.2,99.67,98.5
20230201,131283,198893,186250,194356,96.14,98.81,97.44
20230202,191183,197554,185756,193198,97.11,99.18,97.18
20230203,287588,197456,185352,193073,99.87,99.07,98.71
20230206,206034,202421,189267,197707,96.46,99.75,95.28
20230207,239570,198508,186172,194236,95.85,98.98,97.5
20230208,420258,197492,185087,193015,98.75,97.62,97.68
20230209,324646,204172,190789,199421,99.35,96.95,99.43
20230210,2102129,206355,193403,201795,94.44,99.8,96.67
20230213,731578,209899,192585,205288,97.36,98.0,91.38
20230214,869251,202549,188334,198147,99.78,99.18,98.09
20230215,575230,207208,192737,202252,97.17,99.88,97.44
20230216,582216,203257,190125,198808,96.4,99.83,95.64
20230217,564813,198573,185895,194248,95.16,96.67,93.27
20230220,328567,193103,180119,188871,97.34,99.51,97.63
20230221,172604,194619,182036,190130,94.52,99.37,95.59
