,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,105162,71038,68361,69467,96.78,97.1,97.84
20230103,219996,73668,70224,69921,96.97,96.88,99.39
20230104,763996,72269,68536,68444,93.98,95.72,91.99
20230105,230704,76599,72306,72372,98.95,99.46,98.6
20230106,164271,75941,72206,72255,98.34,99.73,97.64
20230109,196031,75522,71998,71842,99.37,97.03,94.53
20230110,175582,77400,73905,73775,98.69,99.2,98.5
20230111,123423,77154,73509,73577,98.08,98.54,97.58
20230112,198485,77170,73716,73616,99.39,97.77,96.86
20230113,180592,77839,74253,74251,99.69,97.44,96.18
20230116,114691,78801,75280,75267,98.06,99.31,98.39
20230117,160066,78367,74854,74897,98.49,99.41,98.42
20230118,150171,78021,74442,74488,97.74,99.94,98.92
20230119,110053,77343,73762,73799,97.56,99.54,98.14
20230120,124152,76644,73175,73079,99.81,97.96,95.78
20230125,83928,77636,74213,74090,99.57,97.78,97.23
20230126,123154,78377,74955,74915,98.21,99.54,97.42
20230127,281855,78161,74715,74653,97.95,97.41,94.74
20230130,242260,80159,76479,76586,98.79,99.58,99.33
20230131,394492,79532,75725,76026,98.8,99.25,95.51
20230201,262515,80607,76749,76953,99.88,97.65,95.95
20230202,216563,81614,77889,78166,99.49,98.34,98.45
20230203,365140,81692,77970,78294,97.95,98.2,94.33
20230206,335292,83786,80014,80290,99.05,99.27,98.52
20230207,240472,83446,79452,80052,98.85,99.69,99.81
20230208,214148,82379,78560,78997,98.55,99.44,99.24
20230209,241733,81678,77990,78275,99.29,98.35,96.88
20230210,286333,81982,78327,78553,98.65,99.02,95.56
20230213,309583,83059,79316,79636,98.29,97.44,94.58
20230214,176792,85166,81397,81823,99.57,97.48,97.41
20230215,425106,85683,82049,82511,99.06,97.1,97.3
20230216,198234,86998,82914,83636,98.37,98.59,97.93
20230217,174017,86669,83031,83522,98.99,98.85,98.15
20230220,174177,86109,82468,82953,98.81,99.96,99.46
20230221,199230,85143,81428,81956,99.7,98.22,96.65
20230222,321535,85985,82393,82785,99.9,98.67,96.82
20230223,245730,86324,82444,83038,99.62,98.15,97.35
20230224,163141,86731,82949,83550,99.5,98.16,97.83
20230227,172018,86598,82998,83468,97.4,99.15,99.56
20230228,223726,84559,80821,81356,99.21,99.53,99.93
20230302,249194,83695,79887,80389,99.4,98.63,96.62
20230303,237139,84389,80737,81049,98.94,99.58,99.57
20230306,298141,83093,79225,79758,98.29,99.28,99.08
20230307,203123,82405,78561,78971,99.26,98.69,99.09
20230308,1501112,81913,78213,78527,97.35,99.34,99.2
20230309,337371,81212,75447,76942,97.59,98.37,99.82
20230310,250497,79565,75622,75976,95.58,98.36,98.43
20230313,210088,77043,73220,73430,97.96,99.15,97.65
20230314,196682,76464,72849,72818,98.05,99.93,99.98
20230315,167581,75552,71801,71904,99.53,98.22,97.56
20230316,748878,75929,72417,72251,96.98,99.0,99.93
20230317,217289,75017,70455,70986,98.21,97.72,97.51
20230320,203070,74980,71364,71242,99.44,98.3,97.46
20230321,178307,75481,71869,71755,99.22,97.91,96.32
20230322,201235,76215,72718,72549,99.58,98.53,98.04
20230323,211189,76694,73041,73065,96.36,99.81,99.41
20230324,223198,75498,71835,71818,98.11,99.08,98.25
20230327,184105,75191,71511,71476,98.53,98.23,97.51
20230328,357499,75446,71869,71762,98.11,98.05,94.42
20230329,190589,77152,73404,73351,99.81,97.22,96.51
20230330,169521,78017,74406,74448,99.33,98.81,96.94
20230331,199232,78316,74790,74771,99.39,97.64,96.48
20230403,238025,79187,75595,75649,99.61,96.92,95.88
20230404,239455,80527,76902,77024,99.91,97.47,95.8
20230405,214285,81652,78022,78206,99.32,99.26,99.37
20230406,301785,81081,77314,77660,97.88,99.89,99.79
20230407,146418,79774,75886,76222,98.12,98.55,98.73
20230410,213778,79153,75603,75681,97.6,99.86,98.93
20230411,238289,78205,74513,74651,98.96,98.3,97.46
20230412,215961,78408,74718,74829,99.0,97.42,94.84
20230413,243014,80039,76509,76516,99.18,98.09,95.05
20230414,325869,81506,77875,78053,96.69,97.1,93.7
20230417,266514,84360,80609,80936,99.48,97.0,96.58
20230418,259532,85337,81566,82050,99.49,98.63,97.56
20230419,332103,85417,81646,82148,98.29,97.66,96.3
20230420,221706,86679,82798,83375,99.75,98.1,96.95
20230421,229240,87288,83598,84136,98.62,99.64,98.29
20230424,316908,86641,82881,83473,97.68,96.04,96.28
20230425,243247,88952,85072,85770,99.03,99.92,99.97
20230426,212197,87729,83896,84582,99.92,98.82,97.78
20230427,296115,87724,84047,84593,98.47,98.98,99.41
20230428,248846,86081,82081,82838,99.86,98.77,97.69
20230502,206006,86285,82548,83055,98.49,99.94,99.11
20230503,184639,85313,81575,82104,98.74,97.69,97.98
20230504,158741,85823,82174,82616,98.55,99.67,99.98
20230508,174436,84309,80656,81079,99.07,98.0,96.41
20230509,468774,85410,81877,82196,95.54,97.82,92.98
20230510,172840,89195,85178,85838,99.89,98.47,98.44
20230511,236745,88897,85182,85877,99.66,97.57,97.48
20230512,149526,89856,86122,86807,97.77,99.74,98.94
20230515,223076,87712,84000,84664,97.67,98.36,96.43
20230516,128068,89020,85371,85913,99.3,98.69,98.75
20230517,98419,88532,84938,85536,99.28,98.42,98.43
20230518,320654,88121,84634,85127,97.91,97.73,94.59
20230519,260396,90651,86856,87541,99.51,97.05,96.73
20230522,524337,91810,87980,88837,95.34,96.68,92.25
20230523,308545,97264,93068,94209,99.83,97.35,97.73
20230524,395710,97772,93726,95016,97.87,98.14,96.37
20230525,251158,99741,95570,96954,99.84,99.35,99.54
20230526,208905,98779,94762,96112,99.0,98.92,99.29
20230530,245512,97883,94019,95239,98.37,97.83,98.29
20230531,253690,98884,94952,96222,99.41,98.7,99.98
20230601,192210,97936,93960,95231,99.33,97.57,98.18
20230602,213743,98718,94958,96117,99.82,97.79,97.28
20230605,510730,99833,96068,97273,96.18,96.84,93.71
20230607,287920,104943,100554,102241,99.96,98.1,97.93
20230608,365017,105575,101455,103172,99.88,98.31,98.26
20230609,226005,106097,101780,103621,99.05,99.49,99.92
20230612,241163,104645,100586,102268,98.54,97.66,96.84
20230613,166291,106698,102743,104399,99.06,98.7,99.9
20230614,240440,105516,101604,103250,98.15,97.51,97.31
20230615,348178,107324,103340,105043,98.37,97.03,96.64
20230616,612719,110064,105812,107769,96.13,97.08,94.53
20230619,447683,115436,110526,113009,98.58,96.87,98.27
20230620,491340,116454,111695,114253,97.94,96.87,97.4
20230621,776445,118752,113886,116582,97.42,96.68,96.67
20230622,542722,122120,116489,119702,98.91,99.32,98.13
20230623,299427,118075,112805,115770,99.81,98.43,99.89
20230626,222990,116372,111855,114346,98.12,96.93,97.82
20230627,345592,117777,113575,115931,97.58,97.41,96.53
20230628,389332,120771,116283,118887,99.69,98.71,96.89
20230629,332545,116259,111331,114057,99.88,97.83,99.61
20230630,316229,115391,110859,113295,98.04,99.25,97.25
20230703,296120,116892,112505,114891,99.06,98.69,98.96
20230704,323915,117015,112549,115016,97.68,97.61,96.73
20230705,490806,119572,115149,117669,96.12,97.58,96.85
20230706,259776,122625,117651,120581,99.65,98.45,99.77
