,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,660649,32921,32351,32409,92.6,94.32,94.49
20230103,863125,35040,34314,34623,99.4,99.52,98.92
20230104,1087924,35069,34444,34666,96.21,98.84,95.24
20230105,3871736,36074,35419,35692,90.87,95.73,90.47
20230106,2806312,39408,38169,38853,96.59,97.62,95.7
20230109,1983917,40757,39702,40373,99.29,99.99,99.94
20230110,1940122,40745,39774,40441,99.38,99.81,98.88
20230111,1389565,40923,40052,40655,99.94,98.86,98.36
20230112,1231244,40348,39463,40091,99.87,99.03,99.9
20230113,1631414,40332,39577,40126,97.54,99.81,97.75
20230116,3988771,40932,40085,40695,93.24,96.82,92.91
20230117,2079236,43570,42299,43233,99.25,97.8,99.85
20230118,2108358,43529,42545,43369,99.12,99.06,98.43
20230119,1198094,42926,41959,42729,99.47,99.43,99.34
20230120,1382953,42589,41840,42504,98.13,98.56,98.16
20230125,1404743,43261,42482,43191,97.99,97.77,98.05
20230126,2324170,44097,43301,44068,98.21,98.97,98.15
20230127,1940802,44731,43762,44629,99.96,99.46,99.73
20230130,1831802,44577,43693,44512,99.37,98.74,97.08
20230131,2588590,43423,42410,43261,99.6,97.19,95.88
20230201,1630068,41933,40703,41590,98.78,97.84,97.97
20230202,1722535,42472,41671,42334,99.36,98.61,97.37
20230203,1342368,41611,40650,41374,98.37,99.39,99.34
20230206,1572060,41714,40869,41544,99.36,98.96,98.55
20230207,1339208,41062,40208,40835,99.54,99.65,99.91
20230208,1964414,40969,40169,40772,95.83,97.85,98.13
20230209,2265859,41798,40753,41543,99.64,97.73,96.14
20230210,1465602,40500,39302,40119,98.42,97.89,97.61
20230213,1443688,41149,40382,40961,98.8,99.34,99.61
20230214,2034580,41134,40248,40917,99.84,97.85,96.28
20230215,2578534,40089,38962,39719,98.12,97.06,95.61
20230216,1633018,38768,37630,38291,98.78,99.52,98.97
20230217,1499760,38238,37405,37872,98.17,99.09,98.75
20230220,790817,38568,37732,38232,99.02,99.16,98.54
20230221,1091989,38802,38173,38587,98.48,98.89,98.81
20230222,1422983,39213,38492,38970,99.97,99.5,98.25
20230223,1176055,38785,37915,38456,98.94,98.87,99.5
20230224,1357069,38936,38169,38663,99.2,99.53,99.78
20230227,1084391,38958,38163,38662,99.76,99.9,99.45
20230228,1507797,38731,37974,38455,99.31,98.89,98.98
20230302,2032494,39045,38274,38746,99.5,98.21,97.23
20230303,1495245,38299,37285,37866,99.35,99.37,97.8
20230306,1613174,37612,36728,37220,99.43,99.65,99.54
20230307,1493635,37363,36551,36962,99.56,99.86,99.56
20230308,1721848,37116,36324,36718,98.71,99.38,99.68
20230309,2498303,37219,36304,36787,99.95,99.74,98.94
20230310,1933663,37071,36053,36552,97.17,98.16,97.9
20230313,1243036,36127,35284,35633,99.94,99.48,98.84
20230314,1581214,36043,35347,35633,99.6,99.01,98.48
20230315,1361596,35611,34776,35127,98.78,99.08,99.09
20230316,2049117,35863,35091,35427,97.97,97.84,97.16
20230317,2886686,35078,34188,34524,99.92,99.67,99.92
20230320,1474283,35216,34215,34593,99.81,98.92,99.69
20230321,1645690,34845,34092,34352,98.71,98.82,98.29
20230322,1548154,35231,34454,34740,98.27,97.74,98.0
20230323,1471917,35926,35146,35477,99.93,99.58,99.24
20230324,1856734,35798,35056,35350,98.45,98.54,97.68
20230327,1092755,35181,34319,34650,99.63,99.62,99.43
20230328,1523706,35042,34386,34613,96.93,97.27,96.28
20230329,1045362,36242,35485,35814,99.98,99.26,98.93
20230330,1547328,36303,35656,35938,99.16,97.98,97.61
20230331,1636843,35705,34855,35223,99.28,99.12,99.64
20230403,1571580,35405,34650,34921,99.56,99.71,98.93
20230404,975943,35149,34339,34652,100.0,99.25,98.58
20230405,728126,35200,34588,34798,99.58,99.25,99.28
20230406,1246435,35292,34684,34914,99.74,98.88,98.21
20230407,799714,34947,34174,34473,99.85,99.63,98.78
20230410,928680,34915,34329,34520,99.61,99.5,99.91
20230411,917570,34905,34243,34479,99.84,99.54,99.51
20230412,1045551,34870,34249,34454,99.63,99.27,99.29
20230413,1634225,34980,34321,34551,99.77,99.94,99.0
20230414,1510047,35016,34282,34521,98.22,98.09,97.65
20230417,1005738,35615,34861,35158,99.07,98.76,99.04
20230418,963786,35850,35163,35460,99.3,99.68,99.4
20230419,1074675,35567,34901,35168,99.07,99.01,98.65
20230420,902869,35815,35144,35421,99.76,99.56,98.67
20230421,853429,35873,35265,35507,99.92,99.34,99.04
20230424,1125144,35948,35341,35590,99.86,99.74,99.32
20230425,950942,35805,35066,35388,99.18,99.2,99.27
20230426,885126,35914,35238,35535,98.98,98.74,99.48
20230427,1092393,35464,34831,35070,99.39,99.19,99.51
20230428,2038028,35146,34463,34710,98.72,99.03,99.31
20230502,874115,35507,34623,34981,99.84,99.35,98.68
20230503,671463,35425,34829,35045,99.22,99.92,99.44
