,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,91764,136519,134259,134170,71.48,72.77,72.52
20230103,190444,190522,186903,189567,97.29,95.29,96.97
20230104,113141,190395,185994,189027,99.53,97.24,99.72
20230105,85440,188205,184569,187420,98.54,99.23,99.96
20230106,99160,191269,187759,190447,98.53,98.51,97.88
20230109,111557,190049,186420,189143,97.96,98.9,97.75
20230110,129761,195269,191689,194645,98.82,98.04,97.28
20230111,83699,195187,191345,194148,97.81,98.49,97.55
20230112,122468,194095,190631,193312,99.17,99.4,98.52
20230113,124206,194798,191053,193932,98.88,99.77,99.52
20230116,73794,195660,191955,194919,99.83,99.98,99.78
20230117,93198,197861,194591,197253,98.53,98.65,98.32
20230118,68119,197810,194366,197065,98.04,97.97,97.36
20230119,64432,196561,193262,195832,98.94,98.28,98.53
20230120,63930,193954,190709,193373,99.98,99.63,99.68
20230125,90908,196033,192811,195429,99.46,99.44,99.63
20230126,105859,198160,194759,197496,99.87,99.82,99.8
20230127,231640,198741,195282,198141,96.48,98.68,96.42
20230130,125462,202146,197814,201385,98.61,99.01,99.21
20230131,166516,201876,198335,201072,99.69,99.42,98.5
20230201,121055,200711,196795,199816,99.89,99.49,99.66
20230202,145663,201806,198310,201173,99.66,99.64,98.55
20230203,92857,201857,198133,201007,99.32,99.48,99.75
20230206,103899,201298,198021,200761,99.85,99.43,98.3
20230207,126008,200039,196594,199306,98.97,99.34,98.05
20230208,97624,199254,195592,198416,99.38,99.69,98.96
20230209,108297,200268,196942,199801,99.14,99.37,99.55
20230210,95017,199604,196145,198946,99.85,99.62,99.97
20230213,126891,200076,196732,199461,99.91,99.58,98.23
20230214,99782,198626,194956,197801,99.99,99.26,99.9
20230215,403894,200854,197475,200233,98.04,93.89,92.52
20230216,184614,194904,188928,192749,97.26,99.13,97.36
20230217,125816,193536,189250,192383,97.76,98.31,97.18
20230220,134198,191235,187402,190250,98.76,99.14,98.75
20230221,143723,192869,188982,191872,98.76,98.99,97.89
20230222,194022,192888,188925,191866,96.69,97.32,95.78
20230223,215606,191520,187081,190124,96.31,97.32,95.82
20230224,189543,190550,185930,189072,96.04,96.76,95.19
20230227,188012,188490,184055,187057,95.34,96.31,95.09
20230228,387472,186817,182377,185318,95.81,97.43,96.24
20230302,194639,188560,182561,186352,96.57,97.09,97.67
20230303,126352,186197,181830,184886,98.42,99.65,98.3
20230306,129870,188005,184108,186878,98.16,98.9,98.66
