,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,297502,96085,93920,94432,70.65,72.53,69.95
20230103,179098,137061,133197,136265,99.68,99.09,97.55
20230104,209432,137516,134152,134397,96.99,96.81,97.8
20230105,253308,136066,132612,133219,98.6,99.15,96.89
20230106,165864,138868,135071,138918,98.49,99.68,98.97
20230109,297410,140801,137354,138594,97.1,98.46,95.58
20230110,323085,146458,142097,146184,99.34,95.52,95.58
20230111,312850,145008,140633,141503,98.98,99.91,98.27
20230112,366747,146800,142370,145087,99.8,97.58,96.37
20230113,180625,146860,142189,141845,96.21,96.96,98.32
20230116,210182,143077,139456,140696,99.71,99.97,98.73
20230117,230194,144847,141000,143514,99.76,99.65,99.32
20230118,173438,146642,142611,145422,98.87,98.86,98.66
20230119,275781,146024,142295,144313,99.0,99.08,98.17
20230120,234240,147599,143293,147624,99.06,99.51,99.41
20230125,206830,150024,145787,149094,99.31,99.46,97.6
20230126,306126,149446,145384,146415,97.78,98.05,97.9
20230127,306961,147714,143283,144559,98.81,99.52,98.07
20230130,275130,149107,144573,148121,98.88,99.53,97.64
20230131,256570,149972,145555,145851,98.87,99.34,99.76
20230201,575121,148825,144567,146294,98.34,95.32,96.54
20230202,930802,147264,141623,143188,95.94,96.67,94.83
20230203,326413,155459,147512,153069,96.84,99.79,97.68
20230206,200603,152147,147358,150178,98.5,99.41,98.67
20230207,185155,151015,146890,148807,99.72,99.86,99.8
20230208,160625,151162,147106,149485,99.83,99.33,99.81
20230209,322029,151826,147850,149654,98.46,99.9,98.13
20230210,304437,153247,148403,152581,98.36,98.28,99.73
20230213,224643,155442,150554,153196,98.27,98.0,97.25
20230214,150038,152406,148083,149607,99.94,99.18,98.49
20230215,245212,153237,149230,152045,99.91,99.51,97.89
20230216,187646,153021,148567,149589,98.93,99.75,99.94
20230217,155249,152203,148076,149980,97.85,98.09,97.62
20230220,177188,149400,145582,147067,99.07,99.51,98.11
20230221,181188,151002,146990,150186,99.6,99.32,97.62
20230222,219583,150273,146284,147348,96.86,97.92,98.17
20230223,149344,147013,143028,145319,99.74,98.84,99.47
20230224,126854,148650,144903,146768,98.39,99.37,98.64
20230227,335216,147536,143954,145461,97.33,95.53,96.54
20230228,303642,144785,140377,141921,97.61,98.42,97.46
20230302,384044,143388,139201,139890,98.35,99.64,96.74
20230303,151911,146624,141855,145816,99.71,98.44,99.92
20230306,176960,147899,144179,146354,99.53,99.03,98.37
20230307,277639,148169,144309,145082,97.32,97.22,97.47
20230308,431449,145855,141654,142759,96.78,95.3,94.8
20230309,408710,141849,137194,137387,97.43,96.92,97.24
20230310,569458,139622,135162,135549,94.23,91.87,93.6
20230313,258299,133526,128755,129459,98.23,97.81,98.97
20230314,246651,133059,129490,132454,97.8,97.56,95.87
20230315,258619,132457,129005,129030,98.42,96.88,97.76
20230316,233350,132234,128718,128264,95.47,94.67,96.73
20230317,185513,128490,125234,125944,99.14,98.76,99.64
20230320,282927,130179,127017,128234,97.37,99.43,99.66
20230321,163433,132909,129276,129524,98.85,98.61,98.87
20230322,306293,133879,130682,132640,98.81,96.78,95.56
20230323,201940,133888,130126,129139,97.25,96.07,99.34
20230324,154156,131982,128693,131549,98.08,98.91,97.63
20230327,171167,132288,129217,130079,99.25,98.57,99.68
20230328,187357,133947,130717,132212,99.44,99.14,99.93
20230329,355135,135445,132101,133844,98.15,99.77,98.49
20230330,261439,139061,134827,137481,97.97,98.01,98.69
20230331,228218,138846,135044,137213,99.61,99.74,99.7
20230403,149594,140275,136561,138208,98.94,99.29,98.67
20230404,213636,140348,136991,137714,98.52,98.6,99.99
20230405,259057,140563,136900,139011,99.88,98.97,97.71
20230406,125428,141149,137271,137433,96.52,97.33,97.82
20230407,138699,138705,135517,135970,98.9,98.11,99.76
20230410,179126,138673,135422,137528,98.33,98.79,97.37
20230411,304596,138486,135079,135472,99.7,97.28,98.88
20230412,210956,139397,135364,138455,98.69,99.21,98.12
20230413,271196,139892,136275,137373,98.26,97.92,97.79
20230414,192824,139215,135368,136003,98.75,99.73,100.0
20230417,194985,139909,136370,137469,98.62,97.54,96.87
20230418,454009,139039,135533,135001,98.96,97.71,96.29
20230419,320350,141289,136462,141836,98.6,97.13,99.95
20230420,235153,145509,141125,143166,97.46,96.99,95.65
20230421,735989,142880,139024,138769,95.25,88.33,89.43
20230424,438795,135888,130375,128274,91.55,91.63,96.8
20230425,258422,128454,124382,126360,97.65,96.52,95.22
20230426,287221,126231,122989,122403,97.29,95.51,98.59
20230427,176038,124498,121173,122470,97.87,98.0,98.11
20230428,255241,124241,121346,121896,99.95,98.46,98.86
20230502,202328,126208,122908,125077,98.55,98.67,98.64
20230503,687087,126816,123731,125052,96.48,92.41,91.73
20230504,353771,124128,119512,118011,92.99,93.48,98.0
20230508,226569,118908,115573,117451,98.97,99.8,98.92
20230509,179627,120488,117542,117908,97.28,98.23,98.18
20230510,312983,120177,117412,117483,98.84,98.43,99.59
20230511,154921,121230,117940,118818,97.18,98.24,97.48
20230512,173973,120810,118110,117665,96.74,96.94,97.5
20230515,147110,119558,116839,116503,97.2,97.24,99.74
20230516,147903,118876,116251,117693,98.31,99.0,98.54
