,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,110530,76528,74206,75496,96.5,96.87,98.56
20230103,121338,79170,76380,77345,97.32,97.61,97.56
20230104,234455,77181,74728,75639,99.11,99.29,99.13
20230105,179802,76974,74534,75441,99.9,98.59,98.62
20230106,127909,77561,75045,75954,99.95,99.79,98.9
20230109,318511,77551,75045,75957,99.42,98.36,97.63
20230110,222811,78770,75992,76961,98.59,98.05,97.67
20230111,147093,79952,76986,77991,99.69,97.82,97.98
20230112,140117,80929,77846,78855,99.59,98.17,98.82
20230113,246110,81268,78134,79151,98.51,97.18,96.64
20230116,112621,83142,79603,80723,99.34,98.28,99.17
20230117,155401,83120,79695,80761,98.76,98.63,98.73
20230118,116370,83061,79612,80692,99.08,98.9,99.25
20230119,117291,82925,79523,80589,99.24,99.16,97.92
20230120,98625,82956,79552,80625,99.69,97.61,97.61
20230125,108381,83737,80232,81309,99.72,97.84,97.96
20230126,139845,84331,80717,81818,99.37,98.32,98.1
20230127,163643,84831,81095,82228,99.49,97.94,98.01
20230130,188427,85290,81457,82613,98.59,98.38,98.94
20230131,363526,85185,81342,82500,99.07,98.72,99.64
20230201,289793,85082,81112,82325,98.47,99.11,98.49
20230202,260006,83649,79965,81124,98.24,99.46,99.91
20230203,230236,82965,79444,80558,98.82,99.68,98.6
20230206,227609,82727,79261,80368,98.74,99.32,99.79
20230207,229676,82089,78741,79818,98.28,98.67,99.4
20230208,217428,81781,78500,79556,98.65,97.88,96.43
20230209,157550,83323,79767,80894,99.61,98.6,99.62
20230210,160576,83264,79764,80858,97.33,99.29,99.31
20230213,214579,81675,78441,79489,99.66,99.04,97.89
20230214,228606,82000,78676,79752,100.0,98.1,98.58
20230215,163900,82771,79303,80402,98.19,98.64,99.38
20230216,195503,82472,79116,80176,99.91,98.4,97.66
20230217,122305,83202,79688,80795,99.15,98.38,99.01
20230220,156721,83094,79665,80735,98.79,99.21,98.46
20230221,194203,83077,79614,80703,99.14,98.17,96.53
20230222,140504,84391,80668,81825,98.2,98.86,99.97
20230223,258065,83756,80193,81289,98.89,98.16,96.31
20230224,276441,85234,81309,82520,99.84,97.14,97.31
20230227,208758,86256,82148,83378,98.28,99.94,98.81
20230228,292162,84702,80905,82065,99.04,99.51,99.71
20230302,308145,84371,80569,81747,98.84,99.91,98.25
20230303,162252,83807,80096,81269,99.75,97.44,97.8
20230306,195499,84578,80863,81995,99.55,97.54,98.32
20230307,139962,85412,81525,82693,98.44,99.54,99.28
20230308,263821,84338,80674,81793,98.02,99.78,99.26
20230309,329197,83389,79787,80924,99.29,99.73,99.6
20230310,1407001,82915,79351,80487,93.16,99.81,93.7
20230313,1294831,85581,81319,82669,92.42,94.78,93.62
20230314,605237,90693,85264,86831,97.06,99.45,98.21
20230315,554268,87705,83111,84462,98.77,98.47,95.33
20230316,803531,89327,84414,85866,97.2,96.69,94.46
20230317,647892,91904,86355,87930,99.89,96.59,97.16
20230320,341713,92910,87257,88802,96.88,98.77,97.93
20230321,360866,89800,84969,86331,97.95,99.96,99.26
20230322,493323,88205,83657,84982,97.08,99.21,98.59
20230323,343308,86159,81912,83190,97.67,99.89,99.27
20230324,203166,85168,81191,82411,98.25,98.53,99.29
20230327,179839,84572,80820,81965,99.08,98.56,98.75
20230328,163432,84768,80997,82145,98.97,98.18,98.73
20230329,193279,84772,81027,82164,99.56,97.98,98.4
20230330,308791,85347,81470,82639,98.15,99.67,98.73
20230331,311357,83983,80238,81405,99.18,98.69,98.32
20230403,229308,84140,80377,81550,99.11,98.02,98.02
20230404,215582,84586,80809,81967,99.63,97.48,96.89
20230405,179610,85917,81920,83125,99.28,97.52,98.61
20230406,209660,86332,82306,83494,97.59,99.52,99.16
20230407,177638,84978,81145,82305,98.59,98.6,98.45
20230410,173108,84920,81135,82285,99.67,97.87,97.38
20230411,302369,85841,81898,83084,99.47,98.08,97.29
20230412,1527113,86845,82596,83869,88.62,96.83,89.7
20230413,1316446,93139,87097,88847,95.33,95.71,95.53
20230414,672497,95964,89363,91108,97.03,98.91,98.92
20230417,452965,93631,87798,89387,97.56,99.77,98.88
20230418,431912,91219,86036,87468,98.83,97.66,96.12
20230419,265067,92496,87083,88601,99.78,96.33,96.62
20230420,219034,93560,88171,89609,97.97,98.52,99.23
