,Volume,max_price,min_price,end_price,ai_max_reliability,ai_min_reliability,ai_end_reliability
20230102,63376,455829,439097,446043,80.96,81.92,82.75
20230103,66752,559306,541105,550538,96.23,95.94,95.33
20230104,47819,540993,522776,531616,98.12,99.47,98.16
20230105,83237,536030,517979,526595,97.51,97.43,98.34
20230106,63028,528342,510125,518531,99.5,99.63,99.34
20230109,50171,532043,513887,522420,97.09,98.26,95.68
20230110,35360,549590,531353,540554,99.56,98.58,98.82
20230111,38360,558264,540214,549584,98.13,99.4,99.53
20230112,53804,556559,538491,547818,99.21,98.09,99.6
20230113,48241,564199,545968,555628,99.16,98.37,99.4
20230116,25805,571882,553696,563567,98.42,99.77,99.18
20230117,32033,570539,552607,562296,97.57,98.97,97.76
20230118,22074,563507,545531,555020,98.65,99.9,98.53
20230119,42747,560663,542751,552118,99.76,99.77,99.48
20230120,28155,564357,546201,555822,99.71,98.59,98.2
20230125,26596,572501,554494,564283,99.74,98.66,99.95
20230126,30583,576378,558476,568313,99.59,99.55,99.18
20230127,31584,579582,561603,571570,99.38,99.22,99.72
20230130,39673,580878,562965,572931,98.8,99.83,98.42
20230131,74805,577099,559093,569006,97.68,96.46,94.82
20230201,48584,561092,542799,552344,97.98,99.3,99.57
20230202,35496,557980,539780,549235,100.0,99.59,99.04
20230203,89837,560618,542593,552012,96.95,97.24,97.2
20230206,47154,548354,529931,539141,99.38,99.61,98.85
20230207,44967,548702,530575,539662,97.44,99.51,98.37
20230208,27051,543887,525809,534719,98.91,98.84,99.76
20230209,39178,547497,529548,538525,99.17,98.98,99.34
20230210,43568,549541,531476,540572,98.8,98.96,99.74
20230213,31726,549219,531103,540215,99.59,99.79,99.21
20230214,22178,550845,532873,541940,98.37,99.6,99.27
20230215,82439,551859,533962,543048,98.02,99.99,98.56
20230216,40409,558245,539757,549349,99.78,98.68,99.34
20230217,59557,564371,546272,555868,99.01,99.87,99.09
20230220,85040,569169,550878,560713,97.8,98.2,96.84
20230221,142333,583101,564660,574976,94.97,97.52,94.26
20230222,129625,603287,584722,595506,97.62,98.6,97.78
20230223,78527,608397,590166,600871,99.41,99.35,99.18
20230224,49105,605761,587857,598363,99.21,99.68,98.24
20230227,62765,599108,581291,591625,99.98,99.78,99.27
20230228,51415,597737,579668,590107,99.29,99.77,98.95
20230302,59919,597850,580024,590337,99.97,99.49,99.72
20230303,36223,597481,579436,589861,99.41,98.88,99.81
20230306,67570,601385,583689,593986,98.93,99.02,98.12
20230307,43317,594274,576232,586598,99.62,99.52,99.9
20230308,99234,593660,575738,586015,98.35,96.08,94.22
20230309,76774,573683,555315,565284,97.37,97.92,96.09
20230310,70330,560783,542428,552022,96.15,97.07,96.24
20230313,61391,544342,526073,535068,99.51,99.82,98.18
20230314,43267,550037,531738,540978,99.44,99.86,98.69
20230315,30106,550012,531942,541028,100.0,99.06,99.82
20230316,30929,555568,537548,546822,97.12,98.38,97.79
20230317,58640,547075,529124,538062,98.88,99.6,97.9
